kargolama süreci berbat	Neutral
Beğendim	Happy
Sayfaları eksik geldiğinden olumsuz diyorum.	Neutral
Ürün görselinde anlatıldığı gibi. Tsk	Happy
ürünü sorunsuz olarak kabul ettim teşekkürler	Happy
Parfüm kullanılmış diğerleri iyiydi	Happy
Urunu almaktan vazgecmeme ragmen satici kargoyu gonderdi gonderdigi urun sanki defolu gibi tuhaf bir urundu	Sad
Elektrikli ile şarj çalışması fakli 38 tl kargo dahil güzel tasarım Daha az fiyata bulursanız kaçırmayın derim güzel çalışıyor başlıklarını denemedim	Neutral
orjinal	Happy
Beklediğimden büyük bir maşa ve sağlamlığından emin değilim umarım ileriki dönemlerde arıza yapmaz. Onun dışında doğal dalga yapıyor ama ince telli saçlar için dalga ne kadar uzun süre dayanır bilemiyorum.	Neutral
kaliteli ürün ama yanlış numara geldi ve değişimi uzun sürdü	Neutral
İlgili,kaliteli ve güvenilir :)	Happy
geç kargoya verildi	Neutral
Satıcı beni kandırıp satışı durdurdu.Kur farkından dolayı satışı iptal ettiler.Ben madur	Neutral
teslimata geç verildi	Neutral
Urun çok kotu	Neutral
üründen çok memnun kaldık, satıcı sağolsun çok ilgili, kargonun biraz erken verilmesini talep ettim ve bu istediğimi yerine getirdi, teşekkür ederim	Happy
Ürün ve satıcı gayet olumlu	Happy
Kesinlikle önermiyorum. Gelen ürünlerin içleri yarıya kadar boş.. Sakın almayın..	Sad
Ürünün üretim tarihi 19.08.2015 , raf ömrü 5 sene yazsa da ne kadar etkili olur bilmiyorum. 2. nokta kapaktaki etiket kapak açılmış gibi yırtık ama ağırlığına bakarak kullanıldığını ( iade ürün olduğunu ) düşünmüyorum. tespitlerim bu kadar	Sad
2.3 Ghz işlemci beklemeyin 1.8 getiyorlar	Sad
ürün 10 günde kargolanamadı mesajlara cevap bile yok, tavsiye etmiyorum	Sad
Ayakkabı fiyatına göre rahat ayakkabı değil	Happy
arkadaşlar kesinlikle alış veriş yapmayınız berbat bir müşteri anlayışı sorumsuzluk zaten her yerede yazıcam KESİNLİKLE KORAY SPORDAN ALIŞ VERİŞ YAPMAYIN telde kemal bey her ne kadar durumu kurtarmaya çalışssada kurataramadı sakın sakın alışveriş yapmayın	Sad
ÜRÜNÜN KUTUSU TOZLU VE AYAKKABIDA KÜÇÜK LEKELER VAR.	Happy
zamaninda sorunsuz teslim,teşekkür ederim.	Happy
Gelen DVD üzerinde bir sürü çizik vardı. Bu ürünü çok temiz olarak nitelendirmemek lazım.	Neutral
Nazik bir satıcı; ancak kusurlu ürün gönderdi.	Neutral
ÜRÜN ZAMANINDA GELDİ.TEŞEKKÜR EDERİM	Happy
Faydası yok aynı şekil devam ..	Happy
hal nerede bilmiyorum kargom	Sad
Ürün ü göndermediler beni oyaladılar	Sad
Ürün güzel. Ancak, fermuarının motoru çıktı. Kontrolü iyi yapılmamış. Bilginize.	Neutral
Teşekkür ederim sürekli kullandığım klasik bir parfüm.	Happy
Siyah seçtik Kahverengi ayakkabı gonderdıler.. Tavsiye edilmez.	Sad
Faturasız ürün geldi.	Happy
Çok geç geldi.	Neutral
Olmadı gerektiği gibi	Sad
özenli kargo teşekkürler	Happy
BU GÜZEL OBJE İÇİN TEŞEKKÜRLERİMLE...	Happy
Ürünü dün vermiştim siparişi bugün elime ulaştı hızlı kargo için tşkler...	Happy
İstediğimiz gibi çıkmadı	Sad
.	Happy
Kargo hızlı geldi ama oyun kutusunun paketi hasarlı idi. Ambalajı açınca fark ettim. Kargo firmasında hasar görmüş de olabilir. Baloncuklu poşetle kutulanarak gönderilseydi köşelerden ezilmezdi. Gönderimi yaparken daha özenli olabilirsiniz.	Neutral
Gerçek kondisyonlar, hızlı ve sorunsuz sipariş. Teşekkürler	Happy
Hızlı kargo sorunsuz ürün ve teslimat	Happy
2 tane sipariş etmiştik biri siyah biri altın rengi olacaktı ikisi de altın rengi gelmiş ayrıca ikisini tek olarak paketlemedikleri için 2 kargo ücreti verdik	Sad
BU KADAR ARIZALI Bİ SATICI OLAMAZYA İKİ URUN ALIYOM AYRI AYRI KARGO UCRETİ ODETİYOR BU KADAR SAÇMALIK OLABİLİR Mİ KARGOLARIMI AYNI PAKETLE YOLLA DİYOM ADAM MESAJLARA BAKMADAN GÖNDERİYOR ARKADASLAR BU SATICI DURUST DEĞİL KİMSEYE TAVSİYE ETMEM	Neutral
Çok teşekkür ederim.	Happy
Satilan ile gelenler farklı tavsiye etmem!!!!!!!	Sad
Defolu ve çalışmayan ürün geldi. En azından üstünde ki ağır darbe izlerine ve kırık parçalarına rağmen çalışmasını isterdim.	Sad
"3 lastik 2017 50. haftasi, 1 lastik ise 2017 10. haftasi uretim olarak geldi. Hakkari""de oturdugum icin iyi ambalajlanmasini rica etmistim ama tek kat strec sarilip gonderilmis, kargoda parcalanmis strec tabii ki. Onun disinda urunlerde sikinti yoktu."	Neutral
Ürünü annem için sipariş vermiştim, paketlemenin çok iyi olduğunu söyledi ancak henüz kullanmamışlardı. Fakat Sürat Kargo ile gönderilmişti; kargo hizmetleri çok kötü. Ürün ailemin bulunduğu ile ulaşmasına rağmen birkaç gün kargo merkezinde bekledi.	Neutral
Çok başarılı	Happy
Kargo süresi çok uzun	Happy
Ucuz ama kalite de düşük	Neutral
kargo çok hızlı malzeme çok güzel	Happy
Bu oyuncagon yerine baska oyuncak gondermissiniz	Happy
Ürün gayet güzel iyi çalışıyor. Tek sorun kutusunun ezilmiş olması Aras kargo kargoyu özensiz taşıyor.	Neutral
Ellerinde olmayan renkteki ürünleri satıyorlar daha sonra diğer rengini göndersek olur mu diyorlar tabiki olmaz sayfanızı güncel tutun bu arada mesajlarada geç cevap veriyorlar.önermiyorum satıcıyı	Sad
Kitap elinizde bulunmuyorsa neden satışta var olarak koyuyorsunuz!!	Sad
ürünün diğer renk ve bedenlerinin stokları satış ekranına güncel tutulmuyor	Sad
Fena değil	Happy
teşekkür ederim	Happy
Teşekkürler	Happy
Teşekkürler	Happy
Çok teşekkür ederim.. Tam istediğim şekildemiş.. Gecikmeden sorunsuz siparişimi aldım.. :)	Happy
resimdeki şişe boyudu deniz yıldızı filan alakasız beklentim bu resimdeki gibiydi ama hayal kırıklığına uğradım kolay gelsin iyi çalışmalar	Neutral
gerçek tiger a benzemiyor	Sad
Almayın kargo Kitaptan pahalı	Sad
Cok guzel tsk ler	Happy
Ürün çok kalitesiz dandik ne yazık ki	Neutral
Plakaları köpük veya süngere sara bilseydiniz daha iyi olurdu	Happy
Ürün eksik geldi.Kendilerine mesaj yazdım cevap vermediler,Telefonla firma yetkilisini (N****n )buldum aradım durumu anlattım,Size döneceğiz dediler,dönmediler kesinlikle kimseye bu firmayı tavsiye etmiyorum.Bana göre ticari ahlakları zayıf	Sad
satıcıdan aldıgım paspaslar aracıma goreydı fakat bagaj havuzu arac için tasarlanmamıs kesmek durumunda kaldım	Neutral
Daha iyi paketlenmesi gerekirdi. Onun dışında memnun kaldım	Happy
hızlı kargo kaliteli bir ürün teşekkür y	Happy
Bu urunu ikinci defa siparis veriyorum ve gelmiyor. Neden bu kadar bekletilip siparisim iptal ediliyor merak ettim . Sorumlu siz misiniz yoksa satan firma mi	Sad
Satıcı kullanılmış mal gönderdi birdaha asla	Happy
2015 üretimli taze parfüm geldi, teşekkürler.	Happy
teşekkürler.	Happy
Hepsi de temiz, açıklamada olduğu gibi. Teşekkürler. .	Happy
Kargo şirketi değiştirilmeli	Happy
Çok geç geldi	Neutral
Ekranda gördüğümüzden daha güzel.Teşekkürler	Happy
ürün ya satıcı yada kargo firması tarafından ilk önce yanlış adrese (yanlış ile) gönderildi. ürün doğru adrese geldiğinde ise kapağından sızıntı yaptığı ve 1 lt kısmının döküldüğü görüldü. bunun haricinde ürün satıcı tarafından zamanında kargoya verildi.	Happy
Ürünler fiyatına göre çok kalitesiz. Uzun kargo süreci ve tavsiye edilmeyen satıcı.	Sad
Ürünü almadan önce sorularım gayet güzel bir şekilde cevaplandı . Hızlı kargo ve güzel bir ürün. 4 bıçaklı ve cam hazne olması çok kullanışlı. Emeği geçenlere Teşekkür ederim	Happy
3 gündür kargoya ürün verilmedi bende iptal ettim çok kötü beğenmedim	Sad
Satıcıyla aynı şehirde olup ürünü 2 sonra kargodan teslim almak beni düşündürdü... ayrıca internette izlediğim videolarda ısı ayarı 90 derece çıkarken gelen makinada 95 dereceye kadar ayar var ama düğmeyi 80 den yukarı dönmüyor...	Neutral
...	Happy
Soguk havada ayajlari fazla sicak tutmuyor	Happy
Resimdeki gibi parlak değil	Happy
Teşekkürler	Happy
Ürün birgün sonra kargolandı. Açıklamada ışıklı diyor gelen ürün ışıksız. Marka olarak Vardem yazıyor ama gelen marka cartoon oyuncak. Kalitesiz bir ürün kapaklardan biri ilk günden kırıldı. Önermiyorum.	Neutral
.	Happy
Çok iyi	Happy
Yanlış renk geldi yolladım değişim için hala dönen olmadı 1 hafta oldu.	Sad
ellerinden geldigince cozum bulmaya calıştılar, çok kibarca. sorun çözüldü	Sad
ÜRÜN KARGOLANMADI.	Sad
Malesef özellikle mesajla belirtmeme rağmen yine beyaz dikişli geldi. Kargo uzak olduğundan gitmek işime gelmedi. Mecburen onay verdim. Ama istediğim ürün gelmedi. Başka bir satıcıdan temin ettim.	Sad
Kaliteli , hızlı ve güvenilir satıcı. Teşekkür ederim.	Happy
teşekkürler	Happy
Teşekkür ederim..	Happy
fiyatına göre gayet iyi ancak çok sesli ve Garanti belgesi elime ulasmadi	Neutral
Cihaz hersey de ötüyor televizyona yaklastiriyorm 20cm uzaktan otmeye basliyor.yan yana uc dort tane kablo olsa hangisinde elektrik yok onu bulamayiz. Sadece o bolgede elektrik var mi yok mu onu bulabiliriz ancak	Sad
Dar kalıp ayakkabı ona göre alın 1 numar büyük alın	Happy
İstediğim gelmemiş baska bir yayın evinin gelmiş ama kullanıslı,o nedenle sorun etmedim	Sad
NEDEN BENİM ÜRÜNÜ ONAYLAMAM GEREKİYOR .ALIŞVERİŞ SIRASINDA BU BANA NEDEN BİLDİRİLMEDİ	Sad
KARGO ÇOK GEÇ VERİLDİ	Neutral
Ürün söylendiği gibi geldi.Fakat geç geldi.	Neutral
Hızlı kargo güzel paketleme teşekkür ederim satıcıya	Neutral
Beklentilerimi karşılamadı ama idare eder.	Neutral
memnunum teşekkürler	Happy
Kitap orijinal paketleme özenli hatta süslü bile denilebilir minik hediye içinde ayrıca teşekkür ederim	Happy
Ürün aracıma uymadi iade ettim lakin 8 gün geçmesine rağmen tarafıma para iadesi yapılmamıştır	Sad
Ürün sıkıntılı kırık geldi bide düğmesi şase yapıyordu iade yaptim	Happy
ürünü kısa sürede elime ulaştı	Happy
Güzel	Happy
Kalip dar galiba biraz 42 aldim ayaklar pert galiba kullanamicam	Happy
kargolanmadı kargolanmada çok gecikti hiç memnun kalmadım	Sad
ürün çok kısa zamanda elime ulaştı çok teşekkür ederim	Happy
Urun harika satıcı tırt	Happy
mükemmel	Happy
urun güzel markaya takılmayın çoğu bilindik markalara göre daha güzel tavsiye ederim	Happy
Oyuncak çok küçukmus	Happy
Ürün kesinlikle orjinal değilll ! Kargolama hızlı	Happy
ürün özenle paketlenmiş.hızlı kargo için teşekkür ederim.	Happy
Kargoda sorun yadadim	Happy
Aaa	Happy
Aynanın görüntüsü yok. İade edemiyorum çünkü ilk iş halısını yıkamıştım:( onun dışında eksiği yoktu.	Happy
3 başlık geldü bana normalde 2 tane daha olmalıydı galiba. Kutu yıpranmış geldi, sorsak alıcı kargodan dolayı der ben bilmem arkadaş bana öyle geldi. Elektronik ürün satıyorsun fırçala kargocuyı ozaman. Yada değiştir. Ürün iyi kesiyor 2 numara iyiydi yani	Neutral
İdare eder	Happy
Parfüm bilindik üzere fevkalade mağazamızda aynı şekilde hızlı teslimat. ??	Happy
Tabani kaucuk ve ilk giymemde uzeri yirtildi tavsiye etmiyorum...	Sad
Musteri ilgisi 0	Happy
Güzel ürün. Iyi satıcı	Happy
Hediyesi için tşkler hızlı kargo gorseldeki gibi	Happy
Hızlı bir şekilde ulaştı. Teşekkür ederim.	Happy
Satışa sunulan ve bilgileri girilen kitabı göndermediler. 13. Basım kitap geldi. Fotoğraftaki ve bilgilerdeki 6. Basım. Tavsiye etmiyorum. Alay edercesine bir hareket.	Sad
Teşekkürler	Happy
Ürün fotoğraflardaki ve anlatıldığı gibi elime ulaştı	Happy
Kargo gecikti	Happy
Güzel	Happy
Kargo biraz geçti.Ürün orjinalliği konusunda bişey diyemiyorum zira jelatin üzerindeki bandrolde yerel bir firmanın bandrolü var.Şişesinin alt kısmı da sanki hatalı gibiydi.Yine de olumlu not veriyorum artık onlara kalmış.	Neutral
Olumsuz	Happy
Ürün açıklamasında esnek denmişti fakat gelen malzeme sert ve ince kargodada zaten birkaç yerinde kırılmadan dolayı renk değişimi oluşmuştur.	Neutral
Ürünümü 20.08.2016 sabahı teslim aldık. Çok geç teslimat ve bilgilendirme yetersizliğinden dolayı düşük puan verdim.	Sad
Ürün tam anlamıyla tatmin edici deği, kullanma kılavuzu yok, nasıl kullanılması gerektiği hakkında hiçbir bilgi yok ve ingilizce, arapça yazıyo her şey kutunun üzerinde	Neutral
fiyatı kadar ürün pek kullanışlı değil tavsiye etmiyorum	Sad
Sorun yok...	Happy
Ürün elime ulaştı teşekkür ederim paketleme çok güzel olmuş hayırlı günler bol kazançlar dilerim	Neutral
Missliva'dan ilk alışverişim değil muhtemelen son da olmayacak. Öneririm.	Sad
Teşekkürler	Happy
OLMAYAN ÜRÜNÜ SATIŞA KOYMASI ANLAŞILAMAZ BİR DURUM. GİTTİGİDİYOR ÜYELERİNE SAYGISIZLIK.	Sad
Gelen ürün oldukça kalitesiz ve paketi yeni acmama ragmen kirliydi. Bence bu fiyati haketmiyor.	Sad
Adres yanlış girilmiş başka kargo firması ve yanlış adrese gonderilmiş 1 gündür kargo arıyorum işlerini düzgün yapmıyorlar alıcı arkadaşlara sparißi verirken dikkat edin alakasız yere kargo gönderiyolar uğraşırsınız	Sad
TEK KELİMEYLE HER ŞEY MUHTEŞEM,TEŞEKKÜRLER.	Happy
Satıcı elinde olmayan ürünü satışa çıkarıyor.siz sipariş verdiğiniz de araştırıyor,bulursa gönderiyor,bulamazsa bir özür, siz boş yere ürünün gelmesini bekliyorsunuz En kötüsü de paranın hesabınıza yatmasını bekleyeceksin iz. Olmaz olsun böyle satıcı.	Sad
ÜRÜN GÜZEL KARGO ÇOK PROBLEMLİ	Happy
İyi	Happy
Satıcıyla iletişim sıfır, gönderilen mesajlara cevap bile verme zahmetinde bulunmuyor cihaz gec geldi...	Sad
Ürünün geç gelmesi dışında bi sorun yok	Neutral
Hızlı&#128521;	Happy
.	Happy
Sudan farkı yok kesinlikle önermiyorum	Sad
Ürün parçaları düşmüştü ambalaj yetersiz	Happy
Kaç gün oldu bir kargoya veremediniz	Neutral
Kargoşu ilandaki fiyat değil.çalıştığı kargo anlaşması var ama kargo verirken alıcının 5 tl altında fiyatla teslim alacagini sanıyor.fiyat 13.5 tl alıcıyi hiç düşünmüyor.umrunda değil.alışveriş yapmayın..	Sad
FILMMMM EN KALITESIZII CAM SIL SIKILDIGINDA ANLADIMM BOYASI CIKTII AKIYOOR SUYLA BERABER BUNLAR HAKKINDADA YORUM GORMEDIGIMDEN DOLAYI ALMIS OLDU VE SARI OLAN CEKME APARAT YERINE COK KUCUCUK MASALLAH DUKKAN KARTI GIBI GONDERILMISTIR	Sad
Ürün sessiz çalışıyor.Ama ayak kısmında görünmeyen bir yerinde kırık çıktı.Sıkıntı oluşturmadığı için kullanmaya karar verdim	Sad
Paten güzel, lakin yanındaki koruyucu ürünler çok dandik &#128530;	Neutral
sipariş verdikten 2 gün sonra sizi arayıp elimizde ürün kalmadı diyorlar ama hala ürünleri satışta gözüküyor size daha düşük paraya olan bir ürünü öneriyorlar. dik durun sonunda mecburen aldığınız ürünü gönderiyorlar.	Neutral
Çok geç teslim aldım ve attığım mesaja geri dönüş almadım!!	Sad
İLGİLİ SATICI KALİTELİ VE UYGUN FİYAT ÜRÜN. TEŞEKKÜRLER.	Happy
FOTOĞRAFTA DURDUĞU KADAR HOŞ DURMUYOR VERİLEN PARANIN KARŞILIĞI OLDUĞU DÜŞÜNÜLÜR. FOTOĞRAFTA GÖRÜNDÜĞÜ KADAR BÜYÜK DEĞİL. HEDİYE OLARAK ALMIŞTIM BENDE FOTOĞRAFTA GÖRDÜĞÜM ETKİYİ BIRAKMADI	Happy
Fatura tarafıma çok geç ulaştı sürat kargo haricinde iyi bir satıcı	Neutral
Ayakkabının burun kısmı sürtünme sonucu çok değil ama yine de zarar görmüş. Sanırım kontrolsüz gönderim yapılmış :(	Neutral
teşekkürler	Happy
super hizli kargo	Happy
Aynı anda 2 ürün aldım ayrı ayrı kargolamışlar...Kargo ücretleri ödemek zorunda kalmak kısmı dışında ürünler iyi.	Happy
Üründe satıcı nedenli olmasa da eksiklikler var	Sad
aynı ürün gelmedi	Sad
Ürün ince plastik kalitesiz duruyor ama renk güzel uyumlu tam oturdu kenarlari	Neutral
çok hızlı elime ulaştı	Happy
Sukıştırılmış Demir tozu yazmışlar ama plastiğin içinde kum geldi resmen. Ayrıca elinizde sallarken şıkır şıkır kum ya da içindeki her neyse yere akıyor... beğenmedim kalitesiz... barların içi de dolu değil ayrıca...	Neutral
Resimdeki ürün gelmedi. Resimde alt tarftaki tuşun çevresini kaplarken bana gelen ürünün açık kalıyor. ekranı kaplamıyor. Kesinlikle tavsiye etmiyorum.	Sad
İletisim iyi degil	Happy
Karnına Bebek koyulmuyor kızım için aldım hüsrana ugradım	Sad
Üründe sorun yok ama yurt ici kargo ile calistigi için büyük sorun yaşadık. Geç teslim.edildi	Neutral
Ürün iyi mağaza iletişimi berbat cevap bile yok	Neutral
söz verildiği gibi özenli paketleme zmanında kargolama :)	Neutral
Teşekkür ederim	Happy
İç paspaslar çok ince. Rizline marka değil	Happy
Daha deneyemedigim icin notr diyorum ama paketleme vs cok iyi	Neutral
makina çok fazla ses çıkarıyor	Happy
1 günde geldi	Happy
istediğim kitap gelmiş teşekkur ederim	Happy
Teşekkürler	Happy
Hediye paketi yapılmamış yapılsaydı keşke ypilck demislerdi tek sıkıntım bu oldu	Neutral
3 gunde kargomu gelir.kargo sureci berbat.birdaha tercih etmicem.	Neutral
28/02/2017 sipariş verdim 06/03/2017 itibariyle elime geçti kargoya çok geç verildi ürünü kaliteli ancak iletişim ve kargo berbat	Neutral
Orjinal ürün ve hızlı kargo	Happy
Tek kelime berbat	Neutral
Ayağı çok terletiyor	Happy
Gelen ürün fotoğraftaki görünümde değildi	Happy
2014 uyumlu dediniz sürücü tarafındaki pspas delikleri uyumlu degil	Happy
Nota sehpası aldım, boy ayarlama vidası ikinci gün çalışmadı yalama oldu, iade edeceğim alırlarsa	Sad
Kargoya geç verildi 1 gün.	Sad
idare eder	Happy
.	Happy
Hızlı kargo guvenilir satici, tesekkurler.	Happy
Koltuk olcusu oturmuyor on koltuklara kucuk geldi ama malzeme kalitesi iyi	Neutral
8 yıldır gidigidiyordan ürün alıyorum ilk defa sorun yasadım ve muhatap bulamıyorum.mesaj atıyorum ürünü iade edecegim için muhatap yok.telefon ediyorum açan yok.yanı ben bu ürünü nasıl iade edecegim .telefonu acan olmassa ürün geri gelir	Sad
Parayı aldılar ürünüm gelmedi telefona cevap vermiyorlar ne yapmalıyım	Sad
Urun bes para etmez umdugum gibi cikmadi cok donuyo ve cok kasiyo	Sad
Ürün hala elime ulasmadı	Sad
Diğer ürünler zamanında ulaştı fakat bu ürün için aynı şeyi söyleyemiyeceğim hem ürün kırık geldi hemde geç ulaştı	Neutral
çok beklediğim gibi çıkmasa da iş görür	Sad
Ürün traş etmede iyi gibi. Ama malzeme kalitesi olarak pek hoşuma gitmedi. Tabi bir süre kullanıp görmek gerekiyor. Bu, elime aldığımda ilk vardığım kanaat.	Neutral
Teşekkürler	Happy
Ürün başkığında sağ-sol yazınca iki tane gelecek sandım avantajlı geldiği için sipariş verdim ürün başlıklarının daha açıklayıcı girilmesi gerekiyor	Happy
Nötr.	Happy
Farklı bir ürün yolladilar ugrasmak istemedim	Sad
gayet iyi	Happy
ürünün orjinalliği konusunda şüpheliyim. Lacivert olanını aldım. Daha önce koyu lacivertini almıştım o eskidiği için bunu aldım ayrıca kiremit rengi olan da var onlarla da karşılaştırdım o yüzden şüpheliyim. kutusu da pek sağlıklı gelmedi görünmedi gözüme	Sad
Kullanılmış ürün geldi, iade etmek istedim, 2,3 hafta süren mücadele sonrası parayı otomatik onayladı gittgidiyor. SONUÇ olarak değişim oldu 3 haftanın sonunda. Yanlış yönlendirmeler sonucu saçma sapan kargo firmalarına gittim. Başka yerden alın.	Sad
daha dneeyemediğim için ürün hakkında yorum yapamıyorum ancak hızlı aksiyon aldıkları için teşekkür ederim.	Neutral
İNSANLARI KANDIRIYOR YANLIŞ PARÇA	Happy
Ürün beklediğimden şık ve kaliteli çıktı. 4 yıl garantisi de çok iyiymiş. Satici siparişi hızlıca kargoya verdi ve 2 gün içinde elimde oldu. Sorunsuz alışveriş tavsiye ederim	Neutral
Gelen urunun arac marka ve modeliyle uzakdan yakindan alakasi yok. Ben yinede urunu onayliyorum.Zamaninda geldi fakat kestik bictik uclarindan kirdik o sekilde monte ettik.	Neutral
.	Happy
bulundurmasdıgı ürünü satışa sundu beni oyaladı	Happy
Sanırım ürün yoktu başka bi ürün geldi ancak bi tanede hediye göndermişler...bence çok düşünceli teşekkürler	Neutral
Paketleme çok kötü	Sad
Satıcı kaynaklı değil ama MNG kargo ürünü adrese teslim etmiyor ikinci olarak paketlemeye yeterince özen gösterilmemiş telefon son derece güzel	Neutral
teşekkürler	Happy
Kargo ücretsiz yazıyordu aras kargo benden 6.5 tl kargo ücreti aldı Ürünün kalitesinde sorun yok bu ürünü iyi biliyorum Ürünün ambalajının içinde yağ akmış ambalajında sorunu vardı	Happy
YAKLAŞIK 15 GÜNDE SIRT ÇANTASI TEDARİK EDİLEMEDİ	Happy
Ürün Resimdeki Gibi Gelmedi.Sırf Uğraşmamak İçin Onaylıyorum.Lakin Bidaha Güvenip Burdan Ürün Almıyacağım.	Sad
Kargolanmasi çok gecikti	Happy
teşekkürler	Happy
Hiziniza yetişmek mümkün değil teşekkür ederim.	Happy
Ürün kenar kısımları tutkalli gibi flex yapılmış şekilde geldi önce soğuktan buzlanmis sandım değilmiş personel biraz daha dikkatli olursa firmanın adı lekelenmez	Sad
Ürünün tarakları hiç alakasız	Neutral
MÜKEMMEL ÜRÜN	Happy
ÜRÜN SONRADAN AMBALAJLANMIŞ!!!	Happy
Güvenilir satıcı hızlı kargo..	Happy
Teşekkürler	Happy
Çok teşekkürler.	Happy
Elime ulaşana dek sorun yaşadım	Happy
Sandalyeler sağlam ama oturma kısmında metaller rahatsız ediyor.	Neutral
Sürpriz hediye göremedik, yanıltıcı reklam	Happy
Ürün güzel. Tam uydu. Normal kalitede.	Happy
Satıcıya mesajla soru sormuştum, urunu aldim onaylaonayladım, ama halen cevap gelmedi	Neutral
L	Happy
Ürünün renginin kahverengi oldugu acıklamalarda belirtilmemis, kozmetik urunu oldugu icin iade de yapilamiyor.ayrica urunun paketi uzerinde de rimel uzerinde de koruma bandı yoktu.	Sad
mağazanız her zamanki gibi denenmiş ürün gönderdi..koskaca yıllardır bursada hizmet veren koray spor bunlara muhtaç olmamalı.. kullan denettir.. sonrada başka müşteriye sat yazık..başka siteden verdiğim üründe aynı şekilde kullanılmış ya da denettirilmiş.	Sad
Fiyatı cazip ama Işık’ları sarı yanıyor	Neutral
teşekkürler	Happy
HIZLI GÖNDERİM HARİKA	Happy
dikkatsizlik	Neutral
herşey yolunda	Happy
Tskler	Happy
50 ml yerine 2x30 ml geldi.	Happy
ürün kusurlu çıktı ama satıcı ilgiliydi ve ürünü hemen iade aldı satıcıya teşekkürler ama ürünü önermem.	Neutral
